timestamp,run_id,item_id,item_name,consensus_rank,utility_score,best_count,worst_count,appearance_count,best_rate,worst_rate,net_score,utility_std_dev,mean_utility,agreement_score,is_disagreement_point,openai_gpt_4o_mini_2024_07_18_utility_score,openai_gpt_4o_mini_2024_07_18_best_rate,openai_gpt_4o_mini_2024_07_18_worst_rate,openai_gpt_4o_mini_2024_07_18_appearances,anthropic_claude_3_haiku_20240307_utility_score,anthropic_claude_3_haiku_20240307_best_rate,anthropic_claude_3_haiku_20240307_worst_rate,anthropic_claude_3_haiku_20240307_appearances,google_gemini_1_5_flash_utility_score,google_gemini_1_5_flash_best_rate,google_gemini_1_5_flash_worst_rate,google_gemini_1_5_flash_appearances
2025-06-23T15:54:13.165332,20250623_150739,b94f1095-f60e-46ec-8355-a5d019507859,Choice Modeling Hands-On: Introduction to Conjoint Analysis and MaxDiff,1,0.5383615084525357,1776.0,120.0,3076.0,0.577373211963589,0.03901170351105332,1656.0,0.09926674001470313,0.5387763422776037,0.9096973133078006,False,0.5533980582524273,0.5990291262135923,0.04563106796116505,1030,0.6299212598425198,0.6594488188976378,0.02952755905511811,1016,0.4330097087378641,0.4747572815533981,0.04174757281553398,1030
2025-06-23T15:54:13.165478,20250623_150739,d2c8209e-6dc7-4e95-9160-534d55888104,Advanced Choice Modeling Surveys: Advanced Options Beyond Standard Conjoint and MaxDiff,2,0.34345625451916123,1061.0,111.0,2766.0,0.383586406362979,0.04013015184381779,950.0,0.10465819517578231,0.34295217547644735,0.9052573948821081,False,0.3225458468176915,0.33225458468176916,0.009708737864077669,927,0.25,0.33223684210526316,0.08223684210526316,912,0.4563106796116505,0.4854368932038835,0.02912621359223301,927
2025-06-23T15:54:13.165546,20250623_150739,6de9ee9e-4cc6-472a-91d5-37fd68a81edb,HEART UX Metrics Deep Dive: From Best Practices to Leading HEART Workshops with Your Team,3,0.22132034632034633,515.0,106.0,1848.0,0.2786796536796537,0.05735930735930736,409.0,0.2250714093439143,0.22099012204666116,0.8162789469844447,False,0.4789644012944984,0.49029126213592233,0.011326860841423949,618,0.11928104575163398,0.1830065359477124,0.06372549019607843,612,0.06472491909385113,0.16181229773462782,0.0970873786407767,618
2025-06-23T15:54:13.165600,20250623_150739,77f05812-4d6e-4523-94b3-d973738a1fb0,"Segmentation: Running a Successful Segmentation Effort, from the Models through Team Politics",4,0.20311368573497468,666.0,105.0,2762.0,0.24112961622013035,0.03801593048515568,561.0,0.17449920791024598,0.2044949444547409,0.8514267129896771,False,0.0895361380798274,0.10571736785329018,0.016181229773462782,927,0.4052863436123348,0.42951541850220265,0.024229074889867842,908,0.11866235167206042,0.19201725997842503,0.07335490830636461,927
2025-06-23T15:54:13.165690,20250623_150739,e331061e-583c-4fa1-9e42-6cac010eec74,"Yes, It is Causation, and not Correlation: Models for Causal Inference in R",5,0.1634928007431491,526.0,174.0,2153.0,0.24431026474686485,0.08081746400371574,352.0,0.13973740431968154,0.16274344183893158,0.8773950878596531,False,0.24133148404993066,0.26629680998613037,0.024965325936199722,721,0.001406469760900142,0.11954992967651196,0.11814345991561181,711,0.24549237170596394,0.34535367545076284,0.09986130374479889,721
2025-06-23T15:54:13.165778,20250623_150739,2bc2df1c-0655-40eb-9a45-afd6955a566c,UX Metrics Sprintmaster Training: How to Lead UX Metrics Sprints,6,0.027340129749768308,306.0,247.0,2158.0,0.1417979610750695,0.1144578313253012,59.0,0.10550213985752516,0.027260787701748806,0.9045663178262848,False,0.14563106796116504,0.1941747572815534,0.04854368932038835,721,-0.006983240223463694,0.09776536312849161,0.10474860335195531,716,-0.056865464632454926,0.13314840499306518,0.1900138696255201,721
2025-06-23T15:54:13.165839,20250623_150739,4617da4d-a7bd-4865-bf10-a7b48abbc17f,Survey Masterclass: Intensive Review of Best Practices for Online Surveys,7,-0.031148604802076582,157.0,205.0,1541.0,0.10188189487345879,0.13303049967553537,-48.0,0.2914793166097189,-0.030865299970234145,0.7743058577392586,False,0.19029126213592232,0.2058252427184466,0.015533980582524271,515,0.07827788649706457,0.09001956947162426,0.011741682974559686,511,-0.3611650485436893,0.009708737864077669,0.37087378640776697,515
2025-06-23T15:54:13.165922,20250623_150739,a0b92446-06bd-4bd3-810e-71855fde78ed,Interviewer Training: Improving Your Team's Quant UX Interview Process,8,-0.07760223048327136,289.0,456.0,2152.0,0.13429368029739777,0.21189591078066913,-167.0,0.12891207856236814,-0.07722907021416524,0.8858085753440309,False,-0.001386962552011095,0.14424410540915394,0.14563106796116504,721,-0.004225352112676051,0.18873239436619718,0.19295774647887323,710,-0.22607489597780858,0.07073509015256588,0.29680998613037446,721
2025-06-23T15:54:13.165975,20250623_150739,25b56cfc-c5b8-48f1-977f-8505d58479da,Psychometrics for Survey Scales: Reliability and Validity Assessment for Practitioners,9,-0.09315960912052117,99.0,242.0,1535.0,0.06449511400651466,0.15765472312703582,-143.0,0.08667123377663977,-0.09251818385722067,0.9202415311249008,False,-0.1262135922330097,0.04271844660194175,0.16893203883495145,515,0.005940594059405946,0.09702970297029703,0.09108910891089109,505,-0.15728155339805827,0.05436893203883495,0.21165048543689322,515
2025-06-23T15:54:13.166025,20250623_150739,8f4d38cf-d4ef-417a-ae88-4e4b78ccba4f,Text Analytics 0 to 60: Sentiment Analysis and Topic Modeling with Natural Language Texts,10,-0.11796536796536795,65.0,283.0,1848.0,0.035173160173160176,0.15313852813852813,-218.0,0.08255514821791028,-0.11827104088668909,0.9237404686922309,False,-0.05825242718446602,0.02912621359223301,0.08737864077669903,618,-0.21241830065359477,0.00980392156862745,0.2222222222222222,612,-0.08414239482200646,0.06634304207119741,0.15048543689320387,618
2025-06-23T15:54:13.166096,20250623_150739,07a0a613-491a-43b9-bc09-92cbbbbc42c3,"Log Sequence Analysis: Tools to Visualize, Model, and Understand Instrument Logs",11,-0.2660649819494585,442.0,1179.0,2770.0,0.1595667870036101,0.4256317689530686,-737.0,0.16854212366014873,-0.266403024892871,0.855767181817772,False,-0.37540453074433655,0.09169363538295577,0.4670981661272923,927,-0.35152838427947597,0.1299126637554585,0.4814410480349345,916,-0.07227615965480044,0.25674217907227614,0.3290183387270766,927
2025-06-23T15:54:13.166185,20250623_150739,fe0a9b52-2aa2-4de8-8591-3212e68478f8,Introduction to Bayesian Statistics: Linear and Hierarchical Linear Bayesian Models in R,12,-0.28310316815597075,175.0,872.0,2462.0,0.0710804224207961,0.35418359057676685,-697.0,0.14423345935311488,-0.2830015584869954,0.873947525153952,False,-0.4381067961165049,0.04611650485436893,0.4842233009708738,824,-0.257985257985258,0.044226044226044224,0.3022113022113022,814,-0.1529126213592233,0.12257281553398058,0.27548543689320387,824
2025-06-23T15:54:13.166248,20250623_150739,48a728e8-c35f-48ea-a989-14923ee70c3d,R-Intensive: In-Person R Programming Bootcamp for Social Scientists in Industry,13,-0.46484375,20.0,734.0,1536.0,0.013020833333333334,0.4778645833333333,-714.0,0.2802702732909637,-0.4645420008442381,0.7810850730990397,False,-0.7669902912621359,0.001941747572815534,0.7689320388349514,515,-0.41304347826086957,0.015810276679841896,0.4288537549407115,506,-0.21359223300970875,0.021359223300970873,0.23495145631067962,515
2025-06-23T15:54:13.166303,20250623_150739,23a369ad-22ba-47b5-9306-f178f1c17013,The Price is Right: Best Practices in Pricing Research,14,-0.5852641334569045,56.0,1319.0,2158.0,0.025949953660797033,0.6112140871177015,-1263.0,0.07451081314723798,-0.5854415422403706,0.9306560601945026,False,-0.5811373092926491,0.038834951456310676,0.6199722607489597,721,-0.6620111731843575,0.006983240223463687,0.6689944134078212,716,-0.5131761442441054,0.0319001386962552,0.5450762829403606,721
